date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:27:38	159252/159252	---M-Z	200	added ('OK')	application/javascript	etag:%2226e14-5f8ce5d170e0f-gzip%22	https://autourdunmoment.com/wp-content/uploads/hummingbird-assets/dccb27b912065784722f41f9265b73ef.js	/workspaces/codespaces-blank/ADM-2023/autourdunmoment.com/wp-content/uploads/hummingbird-assets/dccb27b912065784722f41f9265b73ef.js	(from https://autourdunmoment.com/)
09:29:13	7186/7186	---MC-	524	error ('Unknown%20error')	text/html	date:Wed,%2019%20Apr%202023%2009:29:13%20GMT	https://autourdunmoment.com/mentions-legales/	/workspaces/codespaces-blank/ADM-2023/autourdunmoment.com/mentions-legales/index.html	(from https://autourdunmoment.com/)
09:29:19	7186/7186	---MC-	524	error ('Unknown%20error')	text/html	date:Wed,%2019%20Apr%202023%2009:29:19%20GMT	https://autourdunmoment.com/wp-includes/js/mediaelement/wp-mediaelement.min.js	/workspaces/codespaces-blank/ADM-2023/autourdunmoment.com/wp-includes/js/mediaelement/wp-mediaelement.min.34.delayed	(from https://autourdunmoment.com/)
09:31:59	7182/7182	---MC-	522	error ('Unknown%20error')	text/html	date:Wed,%2019%20Apr%202023%2009:31:59%20GMT	https://autourdunmoment.com/wp-content/uploads/hummingbird-assets/9e0319589a5fd9ed90992753f2f5f9b2.js	/workspaces/codespaces-blank/ADM-2023/autourdunmoment.com/wp-content/uploads/hummingbird-assets/9e0319589a5fd9ed90992753f2f5f9b2.36.delayed	(from https://autourdunmoment.com/)
09:33:30	7182/7182	---MC-	522	error ('Unknown%20error')	text/html	date:Wed,%2019%20Apr%202023%2009:33:30%20GMT	https://autourdunmoment.com/wp-content/plugins/revslider/public/assets/js/rs6.min.js	/workspaces/codespaces-blank/ADM-2023/autourdunmoment.com/wp-content/plugins/revslider/public/assets/js/rs6.min.37.delayed	(from https://autourdunmoment.com/)
09:35:00	7182/7182	---MC-	522	error ('Unknown%20error')	text/html	date:Wed,%2019%20Apr%202023%2009:35:00%20GMT	https://autourdunmoment.com/wp-includes/js/jquery/ui/core.min.js	/workspaces/codespaces-blank/ADM-2023/autourdunmoment.com/wp-includes/js/jquery/ui/core.min.38.delayed	(from https://autourdunmoment.com/)
09:36:30	7182/7182	---MC-	522	error ('Unknown%20error')	text/html	date:Wed,%2019%20Apr%202023%2009:36:30%20GMT	https://autourdunmoment.com/wp-content/plugins/wp-content-copy-protection/	/workspaces/codespaces-blank/ADM-2023/autourdunmoment.com/wp-content/plugins/wp-content-copy-protection/index.html	(from https://autourdunmoment.com/)
09:36:30	7182/7182	---MC-	522	error ('Unknown%20error')	text/html	date:Wed,%2019%20Apr%202023%2009:36:30%20GMT	https://autourdunmoment.com/wp-content/uploads/hummingbird-assets/54095e8daaa5fabb80a34bab5b581220.js	/workspaces/codespaces-blank/ADM-2023/autourdunmoment.com/wp-content/uploads/hummingbird-assets/54095e8daaa5fabb80a34bab5b581220.39.delayed	(from https://autourdunmoment.com/)
09:40:00	7182/7182	---MC-	522	error ('Unknown%20error')	text/html	date:Wed,%2019%20Apr%202023%2009:40:00%20GMT	https://autourdunmoment.com/wp-content/uploads/hummingbird-assets/4041b7dbd9474563ab1d8514ff22a61a.js	/workspaces/codespaces-blank/ADM-2023/autourdunmoment.com/wp-content/uploads/hummingbird-assets/4041b7dbd9474563ab1d8514ff22a61a.3b.delayed	(from https://autourdunmoment.com/)
09:41:30	7182/7182	---MC-	522	error ('Unknown%20error')	text/html	date:Wed,%2019%20Apr%202023%2009:41:30%20GMT	https://autourdunmoment.com/wp-content/uploads/hummingbird-assets/492ed981cbf035940a1b847b261ae6b4.js	/workspaces/codespaces-blank/ADM-2023/autourdunmoment.com/wp-content/uploads/hummingbird-assets/492ed981cbf035940a1b847b261ae6b4.3c.delayed	(from https://autourdunmoment.com/)
09:43:00	7182/7182	---MC-	522	error ('Unknown%20error')	text/html	date:Wed,%2019%20Apr%202023%2009:43:00%20GMT	https://autourdunmoment.com/wp-content/uploads/hummingbird-assets/53a6792d3f253460fd8e5c574a2d15cc.js	/workspaces/codespaces-blank/ADM-2023/autourdunmoment.com/wp-content/uploads/hummingbird-assets/53a6792d3f253460fd8e5c574a2d15cc.3d.delayed	(from https://autourdunmoment.com/)
09:44:30	7182/7182	---MC-	522	error ('Unknown%20error')	text/html	date:Wed,%2019%20Apr%202023%2009:44:30%20GMT	https://autourdunmoment.com/wp-includes/js/mediaelement/mejs-controls.svg	/workspaces/codespaces-blank/ADM-2023/autourdunmoment.com/wp-includes/js/mediaelement/mejs-controls.3e.delayed	(from https://autourdunmoment.com/wp-content/uploads/hummingbird-assets/2cd1e220bada9cab69ef23c2f174e76f.css)
